Referencia;Sheet;Tipo;Valor
Resumo Contábil - Resultado não operacional;InputSite_IncomeStatement;1Q21;14,6300
Resumo Contábil - Resultado antes da tributação sobre o lucro e participações;InputSite_IncomeStatement;1Q21;1934,8730
Resumo Contábil - Imposto de renda e contribuição social;InputSite_IncomeStatement;1Q21;-333,7294
Resumo Contábil - Participações estatutárias no lucro;InputSite_IncomeStatement;1Q21;-431,2590
Resumo Contábil - Participações de acionistas minoritários;InputSite_IncomeStatement;1Q21;6,6130
Resumo Contábil - Lucro líquido do trimestre;InputSite_IncomeStatement;1Q21;1176,4976
Reconciliação Gerencial - Investment Banking;InputSite_IncomeStatement;1Q21;483,5969
Reconciliação Gerencial - Corporate & SME Lending;InputSite_IncomeStatement;1Q21;554,8363
Reconciliação Gerencial - Sales & Trading;InputSite_IncomeStatement;1Q21;810,8836
Reconciliação Gerencial - Asset Management;InputSite_IncomeStatement;1Q21;264,6730
Reconciliação Gerencial - Wealth Management & Consumer Banking;InputSite_IncomeStatement;1Q21;294,7013
Reconciliação Gerencial - Principal Investments;InputSite_IncomeStatement;1Q21;238,3890
Reconciliação Gerencial - Participations;InputSite_IncomeStatement;1Q21;115,9418
Reconciliação Gerencial - Interest and other;InputSite_IncomeStatement;1Q21;32,7951
Reconciliação Gerencial - Total revenues;InputSite_IncomeStatement;1Q21;2795,8170
Reconciliação Gerencial - Bônus;InputSite_IncomeStatement;1Q21;-461,5262
Reconciliação Gerencial - Despesas de retenção;InputSite_IncomeStatement;1Q21;0,0000
Reconciliação Gerencial - Salários e benefícios;InputSite_IncomeStatement;1Q21;-265,7814
Reconciliação Gerencial - Administrativas e outras;InputSite_IncomeStatement;1Q21;-287,5980
Reconciliação Gerencial - Amortização de ágio;InputSite_IncomeStatement;1Q21;-30,5671
Reconciliação Gerencial - Despesas tributárias, exceto imposto de renda;InputSite_IncomeStatement;1Q21;-153,1406
Reconciliação Gerencial - Despesas operacionais totais;InputSite_IncomeStatement;1Q21;-1198,6133
Reconciliação Gerencial - Lucro antes dos impostos;InputSite_IncomeStatement;1Q21;1597,2037
Reconciliação Gerencial - Imposto de renda e contribuição social;InputSite_IncomeStatement;1Q21;-420,7074
Reconciliação Gerencial - Lucro líquido;InputSite_IncomeStatement;1Q21;1176,4964
Resumo Contábil - Receitas da intermediação financeira;InputSite_IncomeStatement;2Q21;7112,9947
Resumo Contábil - Despesas da intermediação financeira;InputSite_IncomeStatement;2Q21;-3568,6025
Resumo Contábil - Resultado bruto da intermediação financeira;InputSite_IncomeStatement;2Q21;3544,3922
Resumo Contábil - Outras receitas (despesas) operacionais;InputSite_IncomeStatement;2Q21;-630,1556
Resumo Contábil - Resultado operacional;InputSite_IncomeStatement;2Q21;2914,2366
Resumo Contábil - Resultado não operacional;InputSite_IncomeStatement;2Q21;102,1567
Resumo Contábil - Resultado antes da tributação sobre o lucro e participações;InputSite_IncomeStatement;2Q21;3016,3933
Resumo Contábil - Imposto de renda e contribuição social;InputSite_IncomeStatement;2Q21;-685,6465
Resumo Contábil - Participações estatutárias no lucro;InputSite_IncomeStatement;2Q21;-665,0658
Resumo Contábil - Participações de acionistas minoritários;InputSite_IncomeStatement;2Q21;12,7159
Resumo Contábil - Lucro líquido do trimestre;InputSite_IncomeStatement;2Q21;1678,3968
Reconciliação Gerencial - Investment Banking;InputSite_IncomeStatement;2Q21;685,1989
Reconciliação Gerencial - Corporate & SME Lending;InputSite_IncomeStatement;2Q21;655,0000
Reconciliação Gerencial - Sales & Trading;InputSite_IncomeStatement;2Q21;1254,9936
Reconciliação Gerencial - Asset Management;InputSite_IncomeStatement;2Q21;269,8657
Reconciliação Gerencial - Wealth Management & Consumer Banking;InputSite_IncomeStatement;2Q21;374,9142
Reconciliação Gerencial - Principal Investments;InputSite_IncomeStatement;2Q21;241,9840
Reconciliação Gerencial - Participations;InputSite_IncomeStatement;2Q21;158,8242
Reconciliação Gerencial - Interest and other;InputSite_IncomeStatement;2Q21;130,1904
Reconciliação Gerencial - Total revenues;InputSite_IncomeStatement;2Q21;3770,9709
Reconciliação Gerencial - Bônus;InputSite_IncomeStatement;2Q21;-657,7552
Reconciliação Gerencial - Despesas de retenção;InputSite_IncomeStatement;2Q21;0,0000
Reconciliação Gerencial - Salários e benefícios;InputSite_IncomeStatement;2Q21;-291,8717
Reconciliação Gerencial - Administrativas e outras;InputSite_IncomeStatement;2Q21;-314,5019
Reconciliação Gerencial - Amortização de ágio;InputSite_IncomeStatement;2Q21;-65,1337
Reconciliação Gerencial - Despesas tributárias, exceto imposto de renda;InputSite_IncomeStatement;2Q21;-214,4972
Reconciliação Gerencial - Despesas operacionais totais;InputSite_IncomeStatement;2Q21;-1543,7597
Reconciliação Gerencial - Lucro antes dos impostos;InputSite_IncomeStatement;2Q21;2227,2112
Reconciliação Gerencial - Imposto de renda e contribuição social;InputSite_IncomeStatement;2Q21;-548,8749
Reconciliação Gerencial - Lucro líquido;InputSite_IncomeStatement;2Q21;1678,3363
Resumo Contábil - Receitas da intermediação financeira;InputSite_IncomeStatement;3Q21;7090,0522
Resumo Contábil - Despesas da intermediação financeira;InputSite_IncomeStatement;3Q21;-4796,5611
Resumo Contábil - Resultado bruto da intermediação financeira;InputSite_IncomeStatement;3Q21;2293,4911
Resumo Contábil - Outras receitas (despesas) operacionais;InputSite_IncomeStatement;3Q21;-373,7086
Resumo Contábil - Resultado operacional;InputSite_IncomeStatement;3Q21;1919,7825
Resumo Contábil - Resultado não operacional;InputSite_IncomeStatement;3Q21;816,4663
Resumo Contábil - Resultado antes da tributação sobre o lucro e participações;InputSite_IncomeStatement;3Q21;2736,2488
Resumo Contábil - Imposto de renda e contribuição social;InputSite_IncomeStatement;3Q21;-443,7001
Resumo Contábil - Participações estatutárias no lucro;InputSite_IncomeStatement;3Q21;-647,4421
Resumo Contábil - Participações de acionistas minoritários;InputSite_IncomeStatement;3Q21;98,0718
Resumo Contábil - Lucro líquido do trimestre;InputSite_IncomeStatement;3Q21;1743,1785
Reconciliação Gerencial - Investment Banking;InputSite_IncomeStatement;3Q21;726,5561
Reconciliação Gerencial - Corporate & SME Lending;InputSite_IncomeStatement;3Q21;642,3447
Reconciliação Gerencial - Sales & Trading;InputSite_IncomeStatement;3Q21;1305,2745
Reconciliação Gerencial - Asset Management;InputSite_IncomeStatement;3Q21;290,7515
Reconciliação Gerencial - Wealth Management & Consumer Banking;InputSite_IncomeStatement;3Q21;409,6043
Reconciliação Gerencial - Principal Investments;InputSite_IncomeStatement;3Q21;135,8996
Reconciliação Gerencial - Participations;InputSite_IncomeStatement;3Q21;90,6924
Reconciliação Gerencial - Interest and other;InputSite_IncomeStatement;3Q21;244,1973
Reconciliação Gerencial - Total revenues;InputSite_IncomeStatement;3Q21;3845,3203
Reconciliação Gerencial - Bônus;InputSite_IncomeStatement;3Q21;-641,3384
Reconciliação Gerencial - Despesas de retenção;InputSite_IncomeStatement;3Q21;0,0000
Reconciliação Gerencial - Salários e benefícios;InputSite_IncomeStatement;3Q21;-319,3684
Reconciliação Gerencial - Administrativas e outras;InputSite_IncomeStatement;3Q21;-398,1644
Reconciliação Gerencial - Amortização de ágio;InputSite_IncomeStatement;3Q21;-90,7155
Reconciliação Gerencial - Despesas tributárias, exceto imposto de renda;InputSite_IncomeStatement;3Q21;-187,5630
Reconciliação Gerencial - Despesas operacionais totais;InputSite_IncomeStatement;3Q21;-1637,1499
Reconciliação Gerencial - Lucro antes dos impostos;InputSite_IncomeStatement;3Q21;2208,1705
Reconciliação Gerencial - Imposto de renda e contribuição social;InputSite_IncomeStatement;3Q21;-465,0407
Reconciliação Gerencial - Lucro líquido;InputSite_IncomeStatement;3Q21;1743,1298
Resumo Contábil - Receitas da intermediação financeira;InputSite_IncomeStatement;4Q21;12251,6866
Resumo Contábil - Despesas da intermediação financeira;InputSite_IncomeStatement;4Q21;-8711,8827
Resumo Contábil - Resultado bruto da intermediação financeira;InputSite_IncomeStatement;4Q21;3539,8039
Resumo Contábil - Outras receitas (despesas) operacionais;InputSite_IncomeStatement;4Q21;-957,2978
Resumo Contábil - Resultado operacional;InputSite_IncomeStatement;4Q21;2582,5061
Resumo Contábil - Resultado não operacional;InputSite_IncomeStatement;4Q21;15,2562
Resumo Contábil - Resultado antes da tributação sobre o lucro e participações;InputSite_IncomeStatement;4Q21;2597,7623
Resumo Contábil - Imposto de renda e contribuição social;InputSite_IncomeStatement;4Q21;-399,2066
Resumo Contábil - Participações estatutárias no lucro;InputSite_IncomeStatement;4Q21;-246,4398
Resumo Contábil - Participações de acionistas minoritários;InputSite_IncomeStatement;4Q21;-208,0331
Resumo Contábil - Lucro líquido do trimestre;InputSite_IncomeStatement;4Q21;1744,0827
Reconciliação Gerencial - Investment Banking;InputSite_IncomeStatement;4Q21;414,5914
Reconciliação Gerencial - Corporate & SME Lending;InputSite_IncomeStatement;4Q21;742,7549
Reconciliação Gerencial - Sales & Trading;InputSite_IncomeStatement;4Q21;916,6660
Reconciliação Gerencial - Asset Management;InputSite_IncomeStatement;4Q21;360,3566
Reconciliação Gerencial - Wealth Management & Consumer Banking;InputSite_IncomeStatement;4Q21;447,1169
Reconciliação Gerencial - Principal Investments;InputSite_IncomeStatement;4Q21;76,9529
Reconciliação Gerencial - Participations;InputSite_IncomeStatement;4Q21;106,3219
Reconciliação Gerencial - Interest and other;InputSite_IncomeStatement;4Q21;423,7583
Reconciliação Gerencial - Total revenues;InputSite_IncomeStatement;4Q21;3488,5188
Reconciliação Gerencial - Bônus;InputSite_IncomeStatement;4Q21;-258,3551
Reconciliação Gerencial - Despesas de retenção;InputSite_IncomeStatement;4Q21;0,0000
Reconciliação Gerencial - Salários e benefícios;InputSite_IncomeStatement;4Q21;-352,6158
Reconciliação Gerencial - Administrativas e outras;InputSite_IncomeStatement;4Q21;-484,6233
Reconciliação Gerencial - Amortização de ágio;InputSite_IncomeStatement;4Q21;-66,9108
Reconciliação Gerencial - Despesas tributárias, exceto imposto de renda;InputSite_IncomeStatement;4Q21;-177,3240
Reconciliação Gerencial - Despesas operacionais totais;InputSite_IncomeStatement;4Q21;-1339,8289
Reconciliação Gerencial - Lucro antes dos impostos;InputSite_IncomeStatement;4Q21;2148,6900
Reconciliação Gerencial - Imposto de renda e contribuição social;InputSite_IncomeStatement;4Q21;-404,6092
Reconciliação Gerencial - Lucro líquido;InputSite_IncomeStatement;4Q21;1744,0807
Resumo Contábil - Receitas da intermediação financeira;InputSite_IncomeStatement;2021;30881,3595
Resumo Contábil - Despesas da intermediação financeira;InputSite_IncomeStatement;2021;-20652,1553
Resumo Contábil - Resultado bruto da intermediação financeira;InputSite_IncomeStatement;2021;10229,2042
Resumo Contábil - Outras receitas (despesas) operacionais;InputSite_IncomeStatement;2021;-892,4361
Resumo Contábil - Resultado operacional;InputSite_IncomeStatement;2021;9336,7681
Resumo Contábil - Resultado não operacional;InputSite_IncomeStatement;2021;948,5092
Resumo Contábil - Resultado antes da tributação sobre o lucro e participações;InputSite_IncomeStatement;2021;10285,2773
Resumo Contábil - Imposto de renda e contribuição social;InputSite_IncomeStatement;2021;-1862,2826
Resumo Contábil - Participações estatutárias no lucro;InputSite_IncomeStatement;2021;-1990,2068
Resumo Contábil - Participações de acionistas minoritários;InputSite_IncomeStatement;2021;-90,6323
Resumo Contábil - Lucro líquido do trimestre;InputSite_IncomeStatement;2021;6342,1557
Reconciliação Gerencial - Investment Banking;InputSite_IncomeStatement;2021;2309,9432
Reconciliação Gerencial - Corporate & SME Lending;InputSite_IncomeStatement;2021;2594,9359
Reconciliação Gerencial - Sales & Trading;InputSite_IncomeStatement;2021;4287,8177
Reconciliação Gerencial - Asset Management;InputSite_IncomeStatement;2021;1185,6469
Reconciliação Gerencial - Wealth Management & Consumer Banking;InputSite_IncomeStatement;2021;1526,3367
Reconciliação Gerencial - Principal Investments;InputSite_IncomeStatement;2021;693,2255
Reconciliação Gerencial - Participations;InputSite_IncomeStatement;2021;471,7802
Reconciliação Gerencial - Interest and other;InputSite_IncomeStatement;2021;830,9410
Reconciliação Gerencial - Total revenues;InputSite_IncomeStatement;2021;13900,6271
Reconciliação Gerencial - Bônus;InputSite_IncomeStatement;2021;-2018,9749
Reconciliação Gerencial - Despesas de retenção;InputSite_IncomeStatement;2021;0,0000
Reconciliação Gerencial - Salários e benefícios;InputSite_IncomeStatement;2021;-1229,6373
Reconciliação Gerencial - Administrativas e outras;InputSite_IncomeStatement;2021;-1484,8876
Reconciliação Gerencial - Amortização de ágio;InputSite_IncomeStatement;2021;-253,3270
Reconciliação Gerencial - Despesas tributárias, exceto imposto de renda;InputSite_IncomeStatement;2021;-732,5248
Reconciliação Gerencial - Despesas operacionais totais;InputSite_IncomeStatement;2021;-5719,3517
Reconciliação Gerencial - Lucro antes dos impostos;InputSite_IncomeStatement;2021;8181,2754
Reconciliação Gerencial - Imposto de renda e contribuição social;InputSite_IncomeStatement;2021;-1839,2323
Reconciliação Gerencial - Lucro líquido;InputSite_IncomeStatement;2021;6342,0431
Resumo Contábil - Receitas da intermediação financeira;InputSite_IncomeStatement;1Q22;13670,1870
Resumo Contábil - Despesas da intermediação financeira;InputSite_IncomeStatement;1Q22;-9101,2490
Resumo Contábil - Resultado bruto da intermediação financeira;InputSite_IncomeStatement;1Q22;4568,9380
Resumo Contábil - Outras receitas (despesas) operacionais;InputSite_IncomeStatement;1Q22;-1261,4200
Resumo Contábil - Resultado operacional;InputSite_IncomeStatement;1Q22;3307,5180
Resumo Contábil - Resultado não operacional;InputSite_IncomeStatement;1Q22;52,8320
Resumo Contábil - Resultado antes da tributação sobre o lucro e participações;InputSite_IncomeStatement;1Q22;3360,3500
Resumo Contábil - Imposto de renda e contribuição social;InputSite_IncomeStatement;1Q22;-685,1260
Resumo Contábil - Participações estatutárias no lucro;InputSite_IncomeStatement;1Q22;-535,4460
Resumo Contábil - Participações de acionistas minoritários;InputSite_IncomeStatement;1Q22;-197,1920
Resumo Contábil - Lucro líquido do trimestre;InputSite_IncomeStatement;1Q22;1942,5860
Reconciliação Gerencial - Investment Banking;InputSite_IncomeStatement;1Q22;350,8895
Reconciliação Gerencial - Corporate & SME Lending;InputSite_IncomeStatement;1Q22;816,6261
Reconciliação Gerencial - Sales & Trading;InputSite_IncomeStatement;1Q22;1481,0048
Reconciliação Gerencial - Asset Management;InputSite_IncomeStatement;1Q22;313,0576
Reconciliação Gerencial - Wealth Management & Consumer Banking;InputSite_IncomeStatement;1Q22;570,3644
Reconciliação Gerencial - Principal Investments;InputSite_IncomeStatement;1Q22;218,8049
Reconciliação Gerencial - Participations;InputSite_IncomeStatement;1Q22;122,4621
Reconciliação Gerencial - Interest and other;InputSite_IncomeStatement;1Q22;478,1795
Reconciliação Gerencial - Total revenues;InputSite_IncomeStatement;1Q22;4351,3889
Reconciliação Gerencial - Bônus;InputSite_IncomeStatement;1Q22;-546,1005
Reconciliação Gerencial - Despesas de retenção;InputSite_IncomeStatement;1Q22;0,0000
Reconciliação Gerencial - Salários e benefícios;InputSite_IncomeStatement;1Q22;-437,2302
